Brand (Manufacturer),row_number,product_id,Part Number,Extra Info/Notes,superseded
NULL,3089,7079,,"<html><head></head><body><p>Aftermarket&nbsp;Peugeot&nbsp;3 Button Flip Remote Key with&nbsp;ID51 Transponder Chip with Lock, Unlock and&nbsp;Headlight&nbsp;buttons</p>

<p>Frequency: 434Mhz</p>

<p>Print on OEM remote ({PER55}):&nbsp;<br>
HUF 8435<br>
16 170 050 80</p>

<p>Comes fitted with HU83 key blade {PEB11c}</p>

<p>For cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>

</body></html>",NULL
NULL,3090,7082,"8990453A81,53A81,8990453A80,53A80","<html><head></head><body><p>OEM Lexus Smart Remote</p>

<p>Frequency: 433Mhz</p>

<p>For emergency key blade see {LXB6}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3091,7083,,"<html><head></head><body><p>OEM Lexus TOY48 Single Sided Cut Emergency Key Blade</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3092,7084,954403Z003,"<html><head></head><body><p>OEM No Logo&nbsp;Hyundai&nbsp;3 Button Smart remote with ID74&nbsp;H&nbsp;(00) Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker inside:<br>
Model:SEKS-VF123AOB<br>
CMIIT ID: 2012DJ2604<br>
Daedong</p>

<p>Removable Sticker:<br>
FOB:V04KFQ0039<br>
3Z003</p>

<p>For key blade see {HYB16} or {HYB16c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3093,7085,"A1779059807,A1779055604","<html><head></head><body><p>OEM Mercedes Smart Remote for B-Class W247&nbsp;</p>

<p>Frequency: 433Mhz</p>

<p>For blade see MER9C</p>


</body></html>",NULL
NULL,3094,7086,"95440H8200,H8200","<html><head></head><body><p>OEM Kia 3&nbsp;Button Smart Remote</p>

<p>Frequency: 433MHz</p>

<p>Print on Sticker:<br>
&nbsp;</p>

<p>For emergency key blade see {KIB26}<br>
For battery see {CR2032}</p>



</body></html>",NULL
NULL,3095,7087,6Q3837168E,"<html><head></head><body><p>OEM Volkswagen&nbsp;Offside Front Door Lock. Built to Key Number</p>

<p><strong>Note: Remote&nbsp;not included&nbsp;</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3096,7088,,"<html><head></head><body><p>This is an aftermarket&nbsp;Ignition Switch for Renault Trafic 2002 to 2014<br>
Also suits variants such Vauxhall Vivaro&nbsp;</p>

<p><strong>Note: See vehicle coverage</strong></p>

</body></html>",NULL
NULL,3097,7089,"A1779058604,A1779052908","<html><head></head><body><p>OEM Mercedes Smart Remote for Mercedes CLA</p>

<p>Frequency: 433Mhz</p>

<p>For blade see MER10C</p>


</body></html>",NULL
NULL,3098,7090,,"<html><head></head><body><p>Aftermarket&nbsp;Citroen&nbsp;3 Button Flip Remote Key with&nbsp;ID51 Transponder Chip with Lock, Unlock and&nbsp;Rear Door Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Print on remote:&nbsp;<br>
HUF 8435<br>
16 170 052 80</p>

<p>Comes fitted with HU83 key blade ({PEB11c})</p>

<p>For cutting see {CUT2}<br>
For battery see {CR2032}<br>
For remote case see {CTRC14}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser.</p>

</body></html>",NULL
NULL,3099,7091,95440J7650,"<html><head></head><body><p>OEM Kia 3 Button Smart Remote. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {KIB42}</p>

</body></html>",NULL
NULL,3100,7092,6V2800375KAIF,"<html><head></head><body><p>1 Set of OEM Skoda Lock Cylinders. For Models With Radio Remote Control Central Locking Systems</p>

<p>Silca Blank Reference: HU162</p>

<p>What you get:<br>
1 x Ignition barrel<br>
1 x N/S door lock<br>
2 x Remotes with blades cut to VIN ({VGR91DE})</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3101,7102,690300D131,"<html><head></head><body><p>OEM Toyota Driver's Side Door Lock</p>

<p><strong>Note: Key blanks not included</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3102,7103,"04721TZAG01,04721TZAG04","<html><head></head><body><p>OEM Honda Smart Remote</p>

<p>For emergency key blade see {HOB7}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3103,7104,H05645MP0A,"<html><head></head><body><p>OEM Nissan&nbsp;Intelligent Key Blade</p>

<p>For key cutting see {CUT1}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3104,7105,,"<html><head></head><body><p>OEM Toyota Driver's Side Door Lock</p>

<p><strong>Note: Key blanks not included</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3105,7106,"95440B1110,B1110","<html><head></head><body><p>No logo Hyundai Genesis 3 Button Smart Remote. Lock, Unlock, Boot&nbsp;</p>

<p>Frequency: 433Mhz</p>

<p>For Blade use HYB29C</p>

<p>For key cutting see {CUT2}</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Transponder: Diagnostically<br>
Remote: With transponder</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3106,7107,81996B1000,"<html><head></head><body><p>OEM Hyundai Genesis&nbsp;Emergency Key Blade for use with {HYR72NL} Smart Remotes</p>


</body></html>",NULL
NULL,3107,7109,T4K8899,"<html><head></head><body><p>OEM Jaguar 5 Button Smart Remote with HiTag Pro Transponder Chip Pre-Coded to VIN, Ready for Programming.&nbsp;Lock, Unlock, Light, Tailgate and Panic Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {JB5DE} or {LRB6c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3108,7111,"95440CJ820,CJ820","<html><head></head><body><p>OEM Kia 6&nbsp;Button Smart Remote with ID4A Transponder Chip</p>

<p>Frequency: 433MHz</p>

<p>Print on Sticker:<br>
&nbsp;</p>

<p>For emergency key blade see {KIB35}<br>
For battery see {CR2032}</p>



</body></html>",NULL
NULL,3109,7112,,"<html><head></head><body><p>Aftermarket Lexus TOY48 Emergency Key Blade</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3110,7113,819801HA00,"<html><head></head><body><p>OEM Kia Driver's (Right-Hand) Door Barrell Ordered to VIN</p>


</body></html>",NULL
NULL,3111,7114,98118091ZD,"<html><head></head><body><p>OEM Vauxhall 3 Button Smart Remote with ID4A Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {CTB7} or {CTB7c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3112,7117,,"<html><head></head><body><p>OEM&nbsp;Peugeot 3&nbsp;Button Smart Remote with Transponder Chip reading as&nbsp;HITAG AES.&nbsp;Lock, Unlock and Boot Buttons</p>

<p><strong>Note: to remove the logo, the battery cover has been replaced with a blank aftermarket one</strong></p>

<p>Frequency: 433.92Mhz</p>

<p>For key blade see {CTB7}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>

<p><strong><em>NOTE: PLEASE MAKE SURE YOU HAVE THE CORRECT EQUIPMENT TO PROVIDE SMART KEY CODING. WE WILL NOT ACCEPT RETURNS IF YOU ATTEMPT TO PROGRAM WITHOUT IT</em></strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3113,7118,819001WD00,"<html><head></head><body><p>OEM Kia KIA7 Ignition Barrell Ordered to VIN</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3114,7120,6V2800375FAIF,"<html><head></head><body><p>1 Set of OEM Skoda Lock Cylinders</p>

<p>What you get:<br>
1 x set of lock cylinders<br>
2 x Remotes</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3115,7121,,"<html><head></head><body><p>OEM Vauxhall Remote</p>

<p>Frequency: 433MHz</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3116,7122,"8990H42360,8990H","<html><head></head><body><p>OEM&nbsp;Toyota 3 Button Smart Remote with ID8A (Page 4 = AA) Transponder Chip. Lock, Unlock Buttons</p>

<p>Frequency: 433MHz</p>

<p>Sticker:&nbsp;<br>
Morocco MR15125/2017<br>
Tokai Rika&nbsp;B2T2K2R&nbsp;</p>

<p>For key blade see {TRB32DE}<br>
For battery see {CR2032}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3117,7123,,"<html><head></head><body><p>OEM Porsche&nbsp; Smart Remote with Transponder. Lock, Unlock and Boot Buttons</p>

<p>Includes emergency key blade</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}</p>

</body></html>",NULL
NULL,3118,7124,097814ZD,"<html><head></head><body><p>OEM&nbsp;Peugeot 3 Button Hands-Free/Open Go/Proxy Remote Key with&nbsp;Hitag3 ID51 HITAES&nbsp;Transponder Chip. Lock, Unlock and&nbsp;Headlight Buttons</p>

<p>Frequency: 433.92Mhz</p>

<p>For key blade see: {CTB7}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Manually and/or Diagnostically</p>



</body></html>",NULL
NULL,3119,7125,285E35MS2E,"<html><head></head><body><p>OEM Nissan Smart&nbsp;Remote</p>

<p>For key blade see {NB14}</p>

<p>Frequency: 433MHz</p>


</body></html>",NULL
NULL,3120,7127,95430N9030,"<html><head></head><body><p>OEM Hyundai 3 Button PCF7938X ID47 Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p><strong>NOTE: These remotes have some minor damage but are otherwise in fully working order</strong></p>

<p>For battery see {CR2032}<br>
For key blade see {HYB14} or {HYB14c}</p>

<p>Programming:<br>
Immobiiser: Diagnostically<br>
Remote: Diagnostically</p>

</body></html>",NULL
NULL,3121,7128,8990H76870,"<html><head></head><body><p>OEM Lexus Smart Remote</p>

<p>Frequency: 433Mhz</p>

<p>For emergency key blade see {LXB5DE}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3122,7130,,"<html><head></head><body><p>OEM Polestar&nbsp;Remote Case</p>



</body></html>",NULL
NULL,3123,7131,285E36RR2A,"<html><head></head><body><p>OEM Nissan 3 Button Smart Remote with HiTag AES Transponder. Lock, Unlock, and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p>Remote Print:&nbsp;<br>
S180144505<br>
TXN1 R-NZ<br>
FCC ID: KR5TXN1<br>
IC: 7812D-TXN1<br>
TRC/LPD/2016/98</p>

<p>For key blade see {NB6c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>

</body></html>",NULL
NULL,3124,7132,"LR116873,LR116874","<html><head></head><body><p>OEM&nbsp;Land Rover&nbsp;5 Button Intelligent Remote. Pre-Coded to VIN, Ready for Programming.&nbsp;Lock, Unlock, Headlight, Tailgate and Panic Buttons</p>

<p>Frequency: 433Mhz<br>
<br>
<strong>NOTE: Please make sure you have&nbsp;the&nbsp;correct machine to&nbsp;program&nbsp;this remote key before buying</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3125,7133,,"<html><head></head><body><p>OEM Vauxhall Ignition Barrel</p>


</body></html>",NULL
NULL,3126,7134,,"<html><head></head><body><p>&nbsp;</p>

<p>Frequency: 433Mhz</p>

<p>Programming:<br>
Immobiliser:&nbsp;<br>
Remote:&nbsp;</p>


</body></html>",NULL
NULL,3127,7137,04721TLBG24,"<html><head></head><body><p>OEM Honda Remote</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For key blade see {HOB7}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3128,7138,2013DJ5983,"<html><head></head><body><p>Aftermarket i3/ i8 Smart Remote</p>

<p>Frequency: 433Mhz</p>

<p>For battery see {CR2032}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3129,7139,"3717254P02,3717254P03,3717254P04","<html><head></head><body><p>Aftermarket&nbsp;Suzuki 2 Button Smart Remote key with HiTag Pro Transponder Chip and&nbsp;Suzuki logo. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {SUB2}<br>
For battery see&nbsp;<a href=""https://3dgroupuk.com/admin/product/view/292"">{</a>CR2032c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3130,7140,LR170911,"<html><head></head><body>
</body></html>",NULL
NULL,3131,7239,,"<html><head></head><body><p>OEM Alfa Romeo 159 JTDM 16V TI Remote</p>



</body></html>",NULL
NULL,3132,7245,,"<html><head></head><body><p>OEM Porsche 911 Lockset&nbsp;</p>

<p>&nbsp;</p>



<p>&nbsp;</p>

<p>&nbsp;</p>
</body></html>",NULL
NULL,3133,7246,,"<html><head></head><body><p>OEM Porsche 911 Remote</p>

<p>&nbsp;</p>


</body></html>",NULL
NULL,3134,7248,NFYA675DYB,"<html><head></head><body><p>OEM&nbsp;Mazda&nbsp;Smart Remote</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {MAB8}<br>
For batteries see&nbsp;</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3135,7249,BCY176220,"<html><head></head><body><p>OEM Mazda Emergency Key Blade</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3136,7250,,"<html><head></head><body><p>OEM Ford Ignition Barrell</p>


</body></html>",NULL
NULL,3137,7251,RYXB000073,"<html><head></head><body><p>OEM Land Rover HU92R&nbsp;Ignition Barrel</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3138,7253,,"<html><head></head><body><p>OEM Vauxhall Ignition Barrel</p>

<p>If you want us to build a lock to a key number see {LL1}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3139,7254,7N5837202K,"<html><head></head><body><p>OEM&nbsp;Seat 3&nbsp;Button Full Flip Remote with ID49&nbsp;MQB&nbsp;Virgin Transponder Chip Ready for Precoding and Programming. Lock, Unlock and Twin Sliding Door&nbsp;Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Comes fitted with HU75T/HU66 key blade ({VGB1c})</p>

<p>For key cutting see: {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Precode then Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3140,7255,"LR174521,LR163546,M8E214F041AB,M8E214F041AC","<html><head></head><body><p>OEM Landrover&nbsp;BCM</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3141,7257,H06008H70A,"<html><head></head><body><p>OEM Nissan Drivers Door Lock</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3142,7258,8990H76880,"<html><head></head><body><p>OEM Lexus&nbsp;Remote</p>

<p>Frequency: 433Mhz</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3143,7259,"KR63c,95440H8100","<html><head></head><body><p>Aftermarket KIA&nbsp;3 Button&nbsp;Smart Remote with ID75&nbsp;Transponder Chip. Lock, Unlock and Boot&nbsp;Buttons</p>

<p>Emergency Key is Included</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:<br>
FOB: H10<br>
95440-H8100</p>

<p>For key blade see {KIB26} or {KIB26c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With Immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3144,7260,95440G2110,"<html><head></head><body><p>Aftermarket Hyundai 3 Button Smart Remote Circuit Board with ID47 Transponder Chip.&nbsp;Lock, Unlock and Boot Buttons. Emergency Key Blade Included</p>

<p>Frequency: 433MHz</p>

<p>For battery see: {CR2032}<br>
<br>
Programming:<br>
Immobiliser: Diagnostically with PIN code<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3145,7261,"285E35MS0C,285E35MS0D","<html><head></head><body><p>Aftermarket&nbsp;Nissan 2&nbsp;Button Smart Remote. Lock and Unlock Buttons</p>

<p>For key blade see {NB14}<br>
For battery see {CR2032}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3146,7262,"8S0959754AT,8S0959754ATTKE,8S0959754FK,8S0959754FKTKE","<html><head></head><body><p>OEM Audi 3 Button Smart Remote</p>

</body></html>",NULL
NULL,3147,7263,,"<html><head></head><body><p>OEM Volvo 5 Button Dash Remote with ID48 Transponder Chip. Lock, Unlock, Light, Boot, and Hazard Light Buttons&nbsp;</p>

<p>For battery see {CR2450}<br>
For emergency key blade see {VOB7DE}</p>

</body></html>",NULL
NULL,3148,7264,K68066850AF,"<html><head></head><body><p>OEM Grand Cherokee&nbsp;Remote</p>

<p>Frequency: 433mhz</p>

<p>For replacement battery see {CR2032} or {CR2032c}</p>



</body></html>",NULL
NULL,3149,7265,,"<html><head></head><body><p>OEM Volvo Emergency Key Blade</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3150,7266,98391055ZD,"<html><head></head><body><p>OEM Vauxhall 3&nbsp;Button Smart Remote with ID4A Transponder Chip.&nbsp;Lock, Unlock and Light Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {CTB7} or {CTB7c}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3151,7267,98346996ZD,"<html><head></head><body><p>OEM Vauxhall 3&nbsp;Button Smart Remote with ID4A Transponder Chip. Lock, Unlock, and Sliding Door Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {CTB7} or {CTB7c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3152,7268,98391203ZD,"<html><head></head><body>
</body></html>",NULL
NULL,3153,7269,,"<html><head></head><body><p>OEM Vauxhall 3&nbsp;Button Smart Remote with ID4A Transponder Chip. Lock, Unlock, and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {CTB7} or {CTB7c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3154,7270,ID63,"<html><head></head><body><p>Ford HU101 Intelligent Proximity Keyless Remote Key Blade for {FOR5}.<br>
Supplied without a Transponder Chip</p>

<p>Comes fitted with HU101 key blade<br>
For key cuttting See {CUT2}</p>

<p>Programming:<br>
Immobiliser: Diagnostically</p>


</body></html>",NULL
NULL,3155,7271,95440J9600,"<html><head></head><body><p>OEM Hyundai 4 Button Smart Remote with NCF29A1X ID47 (HITAG3) Transponder Chip. Lock, Unlock, Boot and Remote Start Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {HYB15} or {HYB15c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With Immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3156,7272,890700KN80,"<html><head></head><body>
</body></html>",NULL
NULL,3157,7276,,"<html><head></head><body>
</body></html>",NULL
NULL,3158,7278,8990H42550,"<html><head></head><body><p>OEM&nbsp;Toyota 3 Button Smart Remote</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3159,7279,C00218024,"<html><head></head><body>
</body></html>",NULL
NULL,3160,7280,"575959752BGAIF,575959752BMAIF","<html><head></head><body><p>OEM Seat 3 Button Flip Remote</p>

</body></html>",NULL
NULL,3161,7281,H05616PA1A,"<html><head></head><body><p>OEM Nissan 2 Button Smart&nbsp;Remote</p>

<p>Frequency: 433MHz</p>


</body></html>",NULL
NULL,3162,7282,,"<html><head></head><body><p>OEM Ford Smart Remote</p>

<p>Frequency: 433MHz</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3163,7290,224332597R,"<html><head></head><body>

</body></html>",NULL
NULL,3164,7291,,"<html><head></head><body>
</body></html>",NULL
NULL,3165,7292,C00304122,"<html><head></head><body>
</body></html>",NULL
NULL,3166,7293,,"<html><head></head><body><p>OEM Fiat 3 Button Remote Board with AES Transponder. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Comes fitted with a SIP18/SIP22/SIP29 key blade</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}<br>
For case see {FIRC6}</p>

<p>Programming:<br>
Immobiliser: EEPROM/Precode then diagnostically<br>
Remote: Diagnostically</p>

</body></html>",NULL
NULL,3167,7294,,"<html><head></head><body><p>OEM Fiat 4 Button Remote Board with AES Transponder. Lock, Unlock, Boot and Light Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Comes fitted with a SIP18/SIP22/SIP29 key blade</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}<br>
For case see {FIRC7}</p>

<p>Programming:<br>
Immobiliser: EEPROM/Precode then diagnostically<br>
Remote: Diagnostically</p>

</body></html>",NULL
NULL,3168,7295,,"<html><head></head><body><p>Aftermarket&nbsp;Volvo 4&nbsp;Button Remote with ID8A RF430 Transponder Chip. ​Lock, Unlock, Boot, and Hazard Buttons&nbsp;</p>

<p>Emergency Key is Included<br>
<br>
Frequency: 433MHz</p>

<p>For blade see: {VOB4c}</p>

</body></html>",NULL
NULL,3169,7297,,"<html><head></head><body><p>Aftermarket Mazda 3&nbsp;Button&nbsp;Smart Remote Case. Lock and&nbsp;Unlock Buttons<br>
<br>
For Key Blade see: {MAB6c}<br>
For battery see: {CR2032}</p>

<p>Cross Reference:<br>
3D Group: MARC8</p>

<p>&nbsp;</p>

</body></html>",NULL
NULL,3170,7298,,<html><head></head><body></body></html>,NULL
NULL,3171,7302,6905702B50,"<html><head></head><body><p>OEM Toyota Ignition Barrel</p>

<p><strong>Note: Key blanks not included</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3172,7303,,"<html><head></head><body><p>OEM&nbsp;Citroen 2&nbsp;Button Flip Remote&nbsp;with Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433MHz</p>

<p>Comes fitted with HU101&nbsp;key blade&nbsp;</p>

<p>For cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser.</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3173,7304,,"<html><head></head><body><p>OEM Vauxhall Corsa Lockset</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3174,7305,,"<html><head></head><body><p>OEM Citroen 2 Button Flip Remote with Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3175,7306,,"<html><head></head><body><p>OEM Citroen 3 Button Flip Remote with Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3176,7307,,"<html><head></head><body><p>OEM Citroen 2 Button Smart Remote with Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3177,7308,,"<html><head></head><body><p>OEM Citroen 3 Button Smart Remote with Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3178,7309,"95440AT100,AT100","<html><head></head><body><p>Kia 3 Button Smart Remote (No Logo) With NCF29A1M 128-bit HITAG AES ID4A Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {KIB42}</p>

</body></html>",NULL
NULL,3179,7311,,"<html><head></head><body><p>OEM&nbsp;Peugeot&nbsp;3 Button Flip Remote Key with&nbsp;ID51 Transponder Chip with Lock, Unlock and&nbsp;Rear Door&nbsp;Buttons<br>
&nbsp;</p>

<p>Frequency: 434Mhz</p>

<p>Print on remote:&nbsp;<br>
HUF 8435<br>
16 170 049 80</p>

<p>Comes fitted with HU83 key blade {PEB11c}</p>

<p>For cutting see {CUT2}<br>
For battery see {CR2032}<br>
For remote case see {CTRC14}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser.</p>

</body></html>",NULL
NULL,3180,7313,66125A407B1,"<html><head></head><body><p>OEM BMW 4 Button Smart Remote with PCF7953 ID49 Transponder Chip Pre-Coded to VIN, Ready for Programming. Lock, Unlock and&nbsp;Boot and Alarm&nbsp;Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {BMB7DE}</p>

<p>Programming: Pre-Programmed<br>
Immobiliser: Manual re-sync required</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3181,7314,KEY0000Q0E,"<html><head></head><body><p>OEM Nissan 3 Button Flip Remote Key with Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433MHz</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3182,7315,,"<html><head></head><body>
</body></html>",NULL
NULL,3183,7316,"A56,66125A56076","<html><head></head><body><p>OEM BMW 4 Button Smart Remote with PCF7953 ID49 Transponder Chip Pre-Coded to VIN, Ready for Programming. Lock, Unlock and&nbsp;Boot and Alarm&nbsp;Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {BMB7DE}</p>

<p>Programming: Pre-Programmed<br>
Immobiliser: Manual re-sync required</p>



</body></html>",NULL
NULL,3184,7317,1Z0898168D,"<html><head></head><body><p>OEM Skoda Right Hand Door Lockset, Built to VIN</p>

<p>What You Get:<br>
1 x Right Hand Door Lock<br>
2 x Remotes<br>
1 x Cylinder Housing</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,3185,7318,"A56,66125A56076","<html><head></head><body><p>OEM BMW 4 Button Smart Remote with PCF7953 ID49 Transponder Chip Pre-Coded to VIN, Ready for Programming. Lock, Unlock and&nbsp;Boot and Alarm&nbsp;Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For battery see {CR2032}<br>
For emergency key blade see {BMB7DE}</p>

<p>Programming: Pre-Programmed<br>
Immobiliser: Manual re-sync required</p>



</body></html>",NULL
NULL,3186,7319,"J9C2275,J9C314A073BC,J9C23211,J9C314A073BD","<html><head></head><body><p>OEM Jaguar Fusebox</p>


</body></html>",NULL
